,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2781,2017,1.7170044083,EN.ATM.CO2E.PC,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
2782,2018,1.6968192298,EN.ATM.CO2E.PC,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
2783,2015,1.1131762918,EN.ATM.CO2E.PC,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
2784,2016,1.2050492606,EN.ATM.CO2E.PC,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
2785,2017,1.2987183269,EN.ATM.CO2E.PC,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
2786,2018,1.3336909595,EN.ATM.CO2E.PC,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
2787,2015,7.6092998728,EN.ATM.CO2E.PC,POL,Poland,Europe & Central Asia,High income,IBRD
2788,2016,7.8941088547,EN.ATM.CO2E.PC,POL,Poland,Europe & Central Asia,High income,IBRD
2789,2017,8.2375624315,EN.ATM.CO2E.PC,POL,Poland,Europe & Central Asia,High income,IBRD
2790,2018,8.2354722546,EN.ATM.CO2E.PC,POL,Poland,Europe & Central Asia,High income,IBRD
2791,2015,4.8126698433,EN.ATM.CO2E.PC,PRT,Portugal,Europe & Central Asia,High income,Not classified
2792,2016,4.7223114299999995,EN.ATM.CO2E.PC,PRT,Portugal,Europe & Central Asia,High income,Not classified
2793,2017,5.1775191014,EN.ATM.CO2E.PC,PRT,Portugal,Europe & Central Asia,High income,Not classified
2794,2018,4.8406127605,EN.ATM.CO2E.PC,PRT,Portugal,Europe & Central Asia,High income,Not classified
2795,2015,32.470569527,EN.ATM.CO2E.PC,QAT,Qatar,Middle East & North Africa,High income,Not classified
2796,2016,32.1280420015,EN.ATM.CO2E.PC,QAT,Qatar,Middle East & North Africa,High income,Not classified
2797,2017,32.1793706305,EN.ATM.CO2E.PC,QAT,Qatar,Middle East & North Africa,High income,Not classified
2798,2018,32.4156391708,EN.ATM.CO2E.PC,QAT,Qatar,Middle East & North Africa,High income,Not classified
2799,2015,3.6789166686,EN.ATM.CO2E.PC,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
2800,2016,3.6107520013,EN.ATM.CO2E.PC,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
2801,2017,3.7827902443,EN.ATM.CO2E.PC,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
2802,2018,3.8451327593,EN.ATM.CO2E.PC,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
2803,2015,10.8089093122,EN.ATM.CO2E.PC,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
2804,2016,10.6060314351,EN.ATM.CO2E.PC,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
2805,2017,10.7766445857,EN.ATM.CO2E.PC,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
2806,2018,11.1266183699,EN.ATM.CO2E.PC,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
2807,2015,0.08180091490000001,EN.ATM.CO2E.PC,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
2808,2016,0.08998332220000001,EN.ATM.CO2E.PC,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
2809,2017,0.08763905400000001,EN.ATM.CO2E.PC,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
2810,2018,0.08779082440000001,EN.ATM.CO2E.PC,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
2811,2015,1.2402459821,EN.ATM.CO2E.PC,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
2812,2016,1.5420993111999999,EN.ATM.CO2E.PC,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
2813,2017,1.5356422568,EN.ATM.CO2E.PC,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
2814,2018,1.6315875347,EN.ATM.CO2E.PC,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
2815,2015,0.6016877341,EN.ATM.CO2E.PC,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
2816,2016,0.590490156,EN.ATM.CO2E.PC,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
2817,2017,0.6277585158,EN.ATM.CO2E.PC,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
2818,2018,0.6634064976,EN.ATM.CO2E.PC,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
2819,2015,17.6917123436,EN.ATM.CO2E.PC,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
2820,2016,17.1603241986,EN.ATM.CO2E.PC,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
2821,2017,16.3347636246,EN.ATM.CO2E.PC,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
2822,2018,15.2687805333,EN.ATM.CO2E.PC,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
2823,2015,0.6365560125,EN.ATM.CO2E.PC,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
2824,2016,0.6616194176,EN.ATM.CO2E.PC,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
2825,2017,0.6206485693,EN.ATM.CO2E.PC,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
2826,2018,0.6219123565,EN.ATM.CO2E.PC,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
2827,2015,6.3647022296,EN.ATM.CO2E.PC,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
2828,2016,6.5511321246000005,EN.ATM.CO2E.PC,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
2829,2017,6.6800952248000005,EN.ATM.CO2E.PC,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
2830,2018,6.5219221941,EN.ATM.CO2E.PC,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
2831,2015,5.3522302744,EN.ATM.CO2E.PC,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
2832,2016,5.7036027758,EN.ATM.CO2E.PC,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
2833,2017,6.1559007961,EN.ATM.CO2E.PC,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
2834,2018,6.4074740084,EN.ATM.CO2E.PC,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
2835,2015,0.13106691680000002,EN.ATM.CO2E.PC,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
2836,2016,0.1309892444,EN.ATM.CO2E.PC,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
2837,2017,0.1295332117,EN.ATM.CO2E.PC,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
2838,2018,0.1333307364,EN.ATM.CO2E.PC,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
2839,2015,8.2204125671,EN.ATM.CO2E.PC,SGP,Singapore,East Asia & Pacific,High income,Not classified
2840,2016,8.2321509366,EN.ATM.CO2E.PC,SGP,Singapore,East Asia & Pacific,High income,Not classified
2841,2017,8.451151436,EN.ATM.CO2E.PC,SGP,Singapore,East Asia & Pacific,High income,Not classified
2842,2018,8.3991348324,EN.ATM.CO2E.PC,SGP,Singapore,East Asia & Pacific,High income,Not classified
2843,2015,5.6694557931,EN.ATM.CO2E.PC,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
2844,2016,5.8002525596000005,EN.ATM.CO2E.PC,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
2845,2017,6.173665694,EN.ATM.CO2E.PC,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
2846,2018,6.0586354741,EN.ATM.CO2E.PC,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified
2847,2015,6.382264187,EN.ATM.CO2E.PC,SVN,Slovenia,Europe & Central Asia,High income,Not classified
2848,2016,6.7456255127,EN.ATM.CO2E.PC,SVN,Slovenia,Europe & Central Asia,High income,Not classified
2849,2017,6.842858166,EN.ATM.CO2E.PC,SVN,Slovenia,Europe & Central Asia,High income,Not classified
2850,2018,6.7746953316,EN.ATM.CO2E.PC,SVN,Slovenia,Europe & Central Asia,High income,Not classified
2851,2015,0.5139828197,EN.ATM.CO2E.PC,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2852,2016,0.5811719656000001,EN.ATM.CO2E.PC,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2853,2017,0.5502885084,EN.ATM.CO2E.PC,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2854,2018,0.5667405982,EN.ATM.CO2E.PC,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA
2855,2015,0.0471109944,EN.ATM.CO2E.PC,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2856,2016,0.0465259398,EN.ATM.CO2E.PC,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2857,2017,0.0452390524,EN.ATM.CO2E.PC,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2858,2018,0.0459747905,EN.ATM.CO2E.PC,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA
2859,2015,7.671201555,EN.ATM.CO2E.PC,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2860,2016,7.5644508811,EN.ATM.CO2E.PC,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2861,2017,7.6327293554,EN.ATM.CO2E.PC,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2862,2018,7.4966448945,EN.ATM.CO2E.PC,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
2863,2015,0.1838431372,EN.ATM.CO2E.PC,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2864,2016,0.1597042978,EN.ATM.CO2E.PC,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2865,2017,0.1393118398,EN.ATM.CO2E.PC,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2866,2018,0.1257297336,EN.ATM.CO2E.PC,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
2867,2015,5.5179443861,EN.ATM.CO2E.PC,ESP,Spain,Europe & Central Asia,High income,Not classified
2868,2016,5.314294607,EN.ATM.CO2E.PC,ESP,Spain,Europe & Central Asia,High income,Not classified
2869,2017,5.6540395692,EN.ATM.CO2E.PC,ESP,Spain,Europe & Central Asia,High income,Not classified
2870,2018,5.5203503997,EN.ATM.CO2E.PC,ESP,Spain,Europe & Central Asia,High income,Not classified
2871,2015,0.970910825,EN.ATM.CO2E.PC,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2872,2016,1.0342876008,EN.ATM.CO2E.PC,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2873,2017,1.0870173475,EN.ATM.CO2E.PC,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2874,2018,0.9981541301,EN.ATM.CO2E.PC,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
2875,2015,4.6871338177,EN.ATM.CO2E.PC,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
2876,2016,4.8422398265,EN.ATM.CO2E.PC,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
2877,2017,4.6121915597,EN.ATM.CO2E.PC,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
2878,2018,4.9582363935,EN.ATM.CO2E.PC,KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD
2879,2015,2.1213525297,EN.ATM.CO2E.PC,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2880,2016,1.9441420224,EN.ATM.CO2E.PC,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2881,2017,2.0447072477,EN.ATM.CO2E.PC,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2882,2018,2.1441530595,EN.ATM.CO2E.PC,LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend
2883,2015,2.0158519265,EN.ATM.CO2E.PC,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2884,2016,2.4664967524,EN.ATM.CO2E.PC,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2885,2017,2.4584342505,EN.ATM.CO2E.PC,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2886,2018,2.5406043009,EN.ATM.CO2E.PC,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend
2887,2015,0.4575488726,EN.ATM.CO2E.PC,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2888,2016,0.5139603347,EN.ATM.CO2E.PC,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2889,2017,0.49836575720000004,EN.ATM.CO2E.PC,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2890,2018,0.48323587760000003,EN.ATM.CO2E.PC,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
2891,2015,4.9183025239,EN.ATM.CO2E.PC,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2892,2016,4.0893423948,EN.ATM.CO2E.PC,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2893,2017,3.7335605021,EN.ATM.CO2E.PC,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2894,2018,3.6111926137,EN.ATM.CO2E.PC,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
2895,2015,4.0003322725,EN.ATM.CO2E.PC,SWE,Sweden,Europe & Central Asia,High income,Not classified
2896,2016,3.9090665856,EN.ATM.CO2E.PC,SWE,Sweden,Europe & Central Asia,High income,Not classified
2897,2017,3.8110112274,EN.ATM.CO2E.PC,SWE,Sweden,Europe & Central Asia,High income,Not classified
2898,2018,3.5380091269,EN.ATM.CO2E.PC,SWE,Sweden,Europe & Central Asia,High income,Not classified
2899,2015,4.7124044781,EN.ATM.CO2E.PC,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2900,2016,4.7304909942,EN.ATM.CO2E.PC,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2901,2017,4.5694192034,EN.ATM.CO2E.PC,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2902,2018,4.4019910436,EN.ATM.CO2E.PC,CHE,Switzerland,Europe & Central Asia,High income,Not classified
2903,2015,1.4468747755,EN.ATM.CO2E.PC,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2904,2016,1.5149808764000001,EN.ATM.CO2E.PC,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2905,2017,1.7021855068,EN.ATM.CO2E.PC,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2906,2018,1.6470875114,EN.ATM.CO2E.PC,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA
2907,2015,0.5630458129,EN.ATM.CO2E.PC,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
2908,2016,0.6879377162,EN.ATM.CO2E.PC,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
2909,2017,0.7173205319,EN.ATM.CO2E.PC,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
2910,2018,0.8054195395,EN.ATM.CO2E.PC,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA
2911,2015,0.2270668414,EN.ATM.CO2E.PC,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
2912,2016,0.2058465277,EN.ATM.CO2E.PC,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
2913,2017,0.2078289114,EN.ATM.CO2E.PC,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
2914,2018,0.2056347326,EN.ATM.CO2E.PC,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
2915,2015,3.8285940705,EN.ATM.CO2E.PC,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
2916,2016,3.7801223242,EN.ATM.CO2E.PC,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
2917,2017,3.7662287129000003,EN.ATM.CO2E.PC,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
2918,2018,3.7140392036,EN.ATM.CO2E.PC,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
2919,2015,0.5099080995,EN.ATM.CO2E.PC,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
2920,2016,0.5659035717,EN.ATM.CO2E.PC,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
2921,2017,0.482602191,EN.ATM.CO2E.PC,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
2922,2018,0.5047418127000001,EN.ATM.CO2E.PC,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
2923,2015,0.2485265245,EN.ATM.CO2E.PC,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
2924,2016,0.3062602797,EN.ATM.CO2E.PC,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
2925,2017,0.268884387,EN.ATM.CO2E.PC,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
2926,2018,0.2864713887,EN.ATM.CO2E.PC,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
2927,2015,1.091486406,EN.ATM.CO2E.PC,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
2928,2016,1.4830487528,EN.ATM.CO2E.PC,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
2929,2017,1.764671281,EN.ATM.CO2E.PC,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
2930,2018,1.8411031115,EN.ATM.CO2E.PC,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
2931,2015,15.5144884597,EN.ATM.CO2E.PC,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
2932,2016,13.2335145471,EN.ATM.CO2E.PC,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
2933,2017,13.1424938225,EN.ATM.CO2E.PC,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
2934,2018,12.7784401237,EN.ATM.CO2E.PC,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
2935,2015,2.6538577852,EN.ATM.CO2E.PC,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
2936,2016,2.5645920689,EN.ATM.CO2E.PC,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
2937,2017,2.614261782,EN.ATM.CO2E.PC,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
2938,2018,2.5922588648,EN.ATM.CO2E.PC,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
2939,2015,4.4771759595,EN.ATM.CO2E.PC,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
2940,2016,4.6924715564,EN.ATM.CO2E.PC,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
2941,2017,5.1271967014,EN.ATM.CO2E.PC,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
2942,2018,5.0154183703,EN.ATM.CO2E.PC,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
2943,2015,12.9517223113,EN.ATM.CO2E.PC,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
2944,2016,12.7190535555,EN.ATM.CO2E.PC,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
2945,2017,12.4981177272,EN.ATM.CO2E.PC,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
2946,2018,12.2596481705,EN.ATM.CO2E.PC,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
2947,2015,0.9009820705,EN.ATM.CO2E.PC,TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA
2948,2016,0.8903133903,EN.ATM.CO2E.PC,TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA
2949,2017,0.8798944127,EN.ATM.CO2E.PC,TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA
2950,2018,0.8691873099,EN.ATM.CO2E.PC,TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA
2951,2015,0.1271404361,EN.ATM.CO2E.PC,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
2952,2016,0.1430042437,EN.ATM.CO2E.PC,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
2953,2017,0.1418626193,EN.ATM.CO2E.PC,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
2954,2018,0.1434621781,EN.ATM.CO2E.PC,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
2955,2015,4.2270861457,EN.ATM.CO2E.PC,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
2956,2016,4.471757855,EN.ATM.CO2E.PC,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
2957,2017,3.8999681806,EN.ATM.CO2E.PC,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
2958,2018,4.1541806314,EN.ATM.CO2E.PC,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
2959,2015,20.9480922597,EN.ATM.CO2E.PC,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
2960,2016,21.3076095172,EN.ATM.CO2E.PC,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
2961,2017,21.9506143326,EN.ATM.CO2E.PC,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
2962,2018,20.7974984025,EN.ATM.CO2E.PC,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
2963,2015,6.1485449577,EN.ATM.CO2E.PC,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
2964,2016,5.774741668,EN.ATM.CO2E.PC,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
2965,2017,5.5462659444,EN.ATM.CO2E.PC,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
2966,2018,5.3987081379,EN.ATM.CO2E.PC,GBR,United Kingdom,Europe & Central Asia,High income,Not classified
2967,2015,15.5353421106,EN.ATM.CO2E.PC,USA,United States,North America,High income,Not classified
2968,2016,15.1317468158,EN.ATM.CO2E.PC,USA,United States,North America,High income,Not classified
2969,2017,14.8058824221,EN.ATM.CO2E.PC,USA,United States,North America,High income,Not classified
2970,2018,15.2408745833,EN.ATM.CO2E.PC,USA,United States,North America,High income,Not classified
2971,2015,1.931411164,EN.ATM.CO2E.PC,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
2972,2016,1.9070487501,EN.ATM.CO2E.PC,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
2973,2017,1.7691673129,EN.ATM.CO2E.PC,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
2974,2018,1.8902440792,EN.ATM.CO2E.PC,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
2975,2015,3.2438839704,EN.ATM.CO2E.PC,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
2976,2016,3.3707089007,EN.ATM.CO2E.PC,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
2977,2017,3.4388642918,EN.ATM.CO2E.PC,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
2978,2018,3.4011912817,EN.ATM.CO2E.PC,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
2979,2015,0.5163612759,EN.ATM.CO2E.PC,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
2980,2016,0.6467236263,EN.ATM.CO2E.PC,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
2981,2017,0.5954486706000001,EN.ATM.CO2E.PC,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
2982,2018,0.6150166567,EN.ATM.CO2E.PC,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
2983,2015,5.7802340263000005,EN.ATM.CO2E.PC,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
2984,2016,5.4289185689,EN.ATM.CO2E.PC,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
2985,2017,5.0587569484,EN.ATM.CO2E.PC,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
2986,2018,4.7827548869,EN.ATM.CO2E.PC,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
2987,2015,2.257300246,EN.ATM.CO2E.PC,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
2988,2016,2.3907407094,EN.ATM.CO2E.PC,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
2989,2017,2.3480812916,EN.ATM.CO2E.PC,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
2990,2018,2.6988059223,EN.ATM.CO2E.PC,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
2991,2015,0.5362692964,EN.ATM.CO2E.PC,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2992,2016,0.40046804700000005,EN.ATM.CO2E.PC,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2993,2017,0.3614179381,EN.ATM.CO2E.PC,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2994,2018,0.3266817628,EN.ATM.CO2E.PC,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
2995,2015,0.31928218810000003,EN.ATM.CO2E.PC,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
2996,2016,0.34161502260000004,EN.ATM.CO2E.PC,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
2997,2017,0.4147479875,EN.ATM.CO2E.PC,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
2998,2018,0.44606544340000004,EN.ATM.CO2E.PC,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
2999,2015,0.8975983598,EN.ATM.CO2E.PC,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
3000,2016,0.7833025833,EN.ATM.CO2E.PC,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
3001,2017,0.7185704957,EN.ATM.CO2E.PC,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
3002,2018,0.8497929054000001,EN.ATM.CO2E.PC,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
3003,2015,1.8509940876000002,AG.LND.FRST.ZS,AFG,Afghanistan,South Asia,Low income,IDA
3004,2016,1.8509940876000002,AG.LND.FRST.ZS,AFG,Afghanistan,South Asia,Low income,IDA
3005,2017,1.8509940876000002,AG.LND.FRST.ZS,AFG,Afghanistan,South Asia,Low income,IDA
3006,2018,1.8509940876000002,AG.LND.FRST.ZS,AFG,Afghanistan,South Asia,Low income,IDA
3007,2019,1.8509940876000002,AG.LND.FRST.ZS,AFG,Afghanistan,South Asia,Low income,IDA
3008,2020,1.8509940876000002,AG.LND.FRST.ZS,AFG,Afghanistan,South Asia,Low income,IDA
3009,2015,28.8024635036,AG.LND.FRST.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
3010,2016,28.802189781,AG.LND.FRST.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
3011,2017,28.7920620438,AG.LND.FRST.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
3012,2018,28.7919708029,AG.LND.FRST.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
3013,2019,28.7919708029,AG.LND.FRST.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
3014,2020,28.7919708029,AG.LND.FRST.ZS,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
3015,2015,0.8212479862000001,AG.LND.FRST.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
3016,2016,0.8212479862000001,AG.LND.FRST.ZS,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
